fromId,toId,car_under_15,car_fifteen_29,car_thirty_44,car_forty5_plus,public_under_15,public_fifteen_29,public_thirty_44,public_forty5_plus,fhv_under_15,fhv_fifteen_29,fhv_thirty_44,fhv_forty5_plus,walk_under_15,walk_fifteen_29,walk_thirty_44,walk_forty5_plus,bike_under_15,bike_fifteen_29,bike_thirty_44,bike_forty5_plus
BX0202,BX0202,28,39,34,11,84,117,100,33,14,20,17,6,14,20,17,6,4,5,4,1
BX0201,BX0201,5,8,6,2,16,22,19,6,3,4,3,1,3,4,3,1,1,1,1,0
BX0202,BX0202,5,8,6,2,16,22,19,6,3,4,3,1,3,4,3,1,1,1,1,0
BX0202,BX0202,19,27,23,8,57,80,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BX0202,BX0202,9,13,11,4,27,38,33,11,5,7,6,2,5,7,6,2,1,2,1,0
BX0201,BX0201,13,18,15,5,38,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
BX0202,BX0202,13,18,15,5,38,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
BX0201,BX0201,38,53,45,15,113,158,135,45,19,27,23,8,19,27,23,8,5,7,6,2
BX0202,BX0202,38,53,45,15,113,158,135,45,19,27,23,8,19,27,23,8,5,7,6,2
BX0902,BX0902,2,2,2,1,4,6,5,2,1,1,1,0,1,1,1,0,0,0,0,0
BX0903,BX0903,2,2,2,1,4,6,5,2,1,1,1,0,1,1,1,0,0,0,0,0
BX1001,BX1001,2,2,2,1,4,6,5,2,1,1,1,0,1,1,1,0,0,0,0,0
BX0903,BX0903,9,13,11,4,28,39,34,11,5,7,6,2,5,7,6,2,1,2,1,0
BX1002,BX1002,9,13,11,4,28,39,34,11,5,7,6,2,5,7,6,2,1,2,1,0
BX1091,BX1091,9,13,11,4,28,39,34,11,5,7,6,2,5,7,6,2,1,2,1,0
BX0903,BX0903,14,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BX0903,BX0903,16,23,20,7,49,68,58,19,8,12,10,3,8,12,10,3,2,3,3,1
BX0903,BX0903,10,14,12,4,30,42,36,12,5,7,6,2,5,7,6,2,1,2,2,1
BX0903,BX0903,29,40,34,11,85,119,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BX0904,BX0904,29,40,34,11,85,119,102,34,15,21,18,6,15,21,18,6,4,5,4,1
BX0903,BX0903,3,4,3,1,9,12,10,3,1,2,2,1,1,2,2,1,0,1,0,0
BX1001,BX1001,3,4,3,1,9,12,10,3,1,2,2,1,1,2,2,1,0,1,0,0
BX0903,BX0903,27,37,32,11,79,111,95,32,14,19,16,5,14,19,16,5,3,5,4,1
BX0904,BX0904,27,37,32,11,79,111,95,32,14,19,16,5,14,19,16,5,3,5,4,1
BX1001,BX1001,27,37,32,11,79,111,95,32,14,19,16,5,14,19,16,5,3,5,4,1
BX0903,BX0903,23,33,28,9,70,98,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BX1001,BX1001,23,33,28,9,70,98,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BX0903,BX0903,17,23,20,7,49,69,59,20,8,12,10,3,8,12,10,3,2,3,3,1
BX1001,BX1001,17,23,20,7,49,69,59,20,8,12,10,3,8,12,10,3,2,3,3,1
BX0201,BX0201,25,35,30,10,75,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
BX0201,BX0201,33,46,39,13,97,136,117,39,17,23,20,7,17,23,20,7,4,6,5,2
BX0201,BX0201,37,51,44,15,109,152,131,44,19,26,23,8,19,26,23,8,5,7,6,2
BX0201,BX0201,22,30,26,9,65,91,78,26,11,16,13,4,11,16,13,4,3,4,3,1
BX0202,BX0202,22,30,26,9,65,91,78,26,11,16,13,4,11,16,13,4,3,4,3,1
BX0201,BX0201,5,7,6,2,14,20,17,6,2,3,3,1,2,3,3,1,1,1,1,0
BX0903,BX0903,27,38,33,11,82,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BX1001,BX1001,27,38,33,11,82,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BX0903,BX0903,11,15,13,4,33,46,39,13,6,8,7,2,6,8,7,2,1,2,2,1
BX1001,BX1001,11,15,13,4,33,46,39,13,6,8,7,2,6,8,7,2,1,2,2,1
BX1002,BX1002,11,15,13,4,33,46,39,13,6,8,7,2,6,8,7,2,1,2,2,1
BX1161,BX1161,11,15,13,4,33,46,39,13,6,8,7,2,6,8,7,2,1,2,2,1
BX0903,BX0903,38,54,46,15,114,160,137,46,20,28,24,8,20,28,24,8,5,7,6,2
BX0903,BX0903,5,6,6,2,14,19,17,6,2,3,3,1,2,3,3,1,1,1,1,0
BX0903,BX0903,15,21,18,6,44,62,53,18,8,11,9,3,8,11,9,3,2,3,2,1
BX1001,BX1001,15,21,18,6,44,62,53,18,8,11,9,3,8,11,9,3,2,3,2,1
BX0902,BX0902,11,15,13,4,32,45,39,13,6,8,7,2,6,8,7,2,1,2,2,1
BX0903,BX0903,11,15,13,4,32,45,39,13,6,8,7,2,6,8,7,2,1,2,2,1
BX0902,BX0902,17,23,20,7,50,70,60,20,9,12,10,3,9,12,10,3,2,3,3,1
BX0903,BX0903,17,23,20,7,50,70,60,20,9,12,10,3,9,12,10,3,2,3,3,1
BX0201,BX0201,26,37,32,11,78,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BX0202,BX0202,26,37,32,11,78,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BX0303,BX0303,26,37,32,11,78,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BX0901,BX0901,26,37,32,11,78,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BX0201,BX0201,13,18,16,5,38,54,46,15,7,9,8,3,7,9,8,3,2,2,2,1
BX0201,BX0201,26,36,31,10,77,108,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX0901,BX0901,26,36,31,10,77,108,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX0201,BX0201,24,34,29,10,72,101,87,29,12,17,15,5,12,17,15,5,3,4,4,1
BX1002,BX1002,48,67,57,19,141,198,170,57,24,34,29,10,24,34,29,10,6,9,7,2
BX1002,BX1002,17,23,20,7,50,69,60,20,9,12,10,3,9,12,10,3,2,3,3,1
BX1002,BX1002,29,41,35,12,88,123,105,35,15,21,18,6,15,21,18,6,4,5,5,2
BX0201,BX0201,48,67,57,19,142,198,170,57,24,34,29,10,24,34,29,10,6,9,7,2
BX0202,BX0202,48,67,57,19,142,198,170,57,24,34,29,10,24,34,29,10,6,9,7,2
BX0201,BX0201,17,23,20,7,49,69,59,20,8,12,10,3,8,12,10,3,2,3,3,1
BX0202,BX0202,17,23,20,7,49,69,59,20,8,12,10,3,8,12,10,3,2,3,3,1
BX0303,BX0303,17,23,20,7,49,69,59,20,8,12,10,3,8,12,10,3,2,3,3,1
BX0202,BX0202,15,22,19,6,46,64,55,18,8,11,10,3,8,11,10,3,2,3,2,1
BX0201,BX0201,14,20,17,6,42,58,50,17,7,10,9,3,7,10,9,3,2,3,2,1
BX0202,BX0202,14,20,17,6,42,58,50,17,7,10,9,3,7,10,9,3,2,3,2,1
BX0202,BX0202,7,10,9,3,22,31,27,9,4,5,5,2,4,5,5,2,1,1,1,0
BX0303,BX0303,7,10,9,3,22,31,27,9,4,5,5,2,4,5,5,2,1,1,1,0
BX0202,BX0202,18,25,21,7,53,75,64,21,9,13,11,4,9,13,11,4,2,3,3,1
BX0303,BX0303,18,25,21,7,53,75,64,21,9,13,11,4,9,13,11,4,2,3,3,1
BX0202,BX0202,39,54,47,16,115,161,138,46,20,28,24,8,20,28,24,8,5,7,6,2
BX0303,BX0303,39,54,47,16,115,161,138,46,20,28,24,8,20,28,24,8,5,7,6,2
BX0202,BX0202,21,30,25,8,63,88,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BX0303,BX0303,21,30,25,8,63,88,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BX0303,BX0303,31,44,37,12,93,130,111,37,16,22,19,6,16,22,19,6,4,6,5,2
BX0303,BX0303,42,58,50,17,124,173,148,49,21,30,26,9,21,30,26,9,5,7,6,2
BX0303,BX0303,8,11,10,3,24,33,28,9,4,6,5,2,4,6,5,2,1,1,1,0
BX0202,BX0202,48,67,57,19,142,198,170,57,24,34,29,10,24,34,29,10,6,9,7,2
BX0303,BX0303,48,67,57,19,142,198,170,57,24,34,29,10,24,34,29,10,6,9,7,2
BX0202,BX0202,35,49,42,14,103,145,124,41,18,25,21,7,18,25,21,7,4,6,5,2
BX0301,BX0301,35,49,42,14,103,145,124,41,18,25,21,7,18,25,21,7,4,6,5,2
BX0303,BX0303,35,49,42,14,103,145,124,41,18,25,21,7,18,25,21,7,4,6,5,2
BX0202,BX0202,26,36,31,10,77,108,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX0303,BX0303,26,36,31,10,77,108,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX0202,BX0202,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
BX0303,BX0303,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
BX0202,BX0202,29,41,35,12,88,123,105,35,15,21,18,6,15,21,18,6,4,5,5,2
BX0102,BX0102,40,56,48,16,118,166,142,47,20,29,25,8,20,29,25,8,5,7,6,2
BX0202,BX0202,40,56,48,16,118,166,142,47,20,29,25,8,20,29,25,8,5,7,6,2
BX0301,BX0301,40,56,48,16,118,166,142,47,20,29,25,8,20,29,25,8,5,7,6,2
BX1002,BX1002,29,40,35,12,86,120,103,34,15,21,18,6,15,21,18,6,4,5,4,1
BX0202,BX0202,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BX0301,BX0301,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BX0303,BX0303,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BX0202,BX0202,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BX0301,BX0301,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BX0202,BX0202,23,32,27,9,68,95,82,27,12,16,14,5,12,16,14,5,3,4,4,1
BX0202,BX0202,23,33,28,9,70,98,84,28,12,17,14,5,12,17,14,5,3,4,4,1
BX1002,BX1002,26,37,31,10,78,109,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX1091,BX1091,26,37,31,10,78,109,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX1002,BX1002,53,74,63,21,157,219,188,63,27,38,32,11,27,38,32,11,7,9,8,3
BX1091,BX1091,53,74,63,21,157,219,188,63,27,38,32,11,27,38,32,11,7,9,8,3
BX1002,BX1002,19,26,22,7,55,77,66,22,10,13,11,4,10,13,11,4,2,3,3,1
BX1002,BX1002,11,16,13,4,33,47,40,13,6,8,7,2,6,8,7,2,1,2,2,1
BX1002,BX1002,45,63,54,18,134,188,161,54,23,32,28,9,23,32,28,9,6,8,7,2
BX1091,BX1091,45,63,54,18,134,188,161,54,23,32,28,9,23,32,28,9,6,8,7,2
BX0301,BX0301,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BX0102,BX0102,20,28,24,8,60,83,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BX0202,BX0202,20,28,24,8,60,83,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BX0301,BX0301,20,28,24,8,60,83,72,24,10,14,12,4,10,14,12,4,3,4,3,1
BX0301,BX0301,17,24,21,7,52,73,62,21,9,13,11,4,9,13,11,4,2,3,3,1
BX0102,BX0102,35,50,42,14,105,147,126,42,18,25,22,7,18,25,22,7,5,6,5,2
BX0301,BX0301,35,50,42,14,105,147,126,42,18,25,22,7,18,25,22,7,5,6,5,2
BX0202,BX0202,3,5,4,1,10,14,12,4,2,2,2,1,2,2,2,1,0,1,1,0
BX0301,BX0301,3,5,4,1,10,14,12,4,2,2,2,1,2,2,2,1,0,1,1,0
BX0202,BX0202,19,27,23,8,57,80,68,23,10,14,12,4,10,14,12,4,2,3,3,1
BX0301,BX0301,19,27,23,8,57,80,68,23,10,14,12,4,10,14,12,4,2,3,3,1
BX0202,BX0202,24,34,29,10,72,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX0301,BX0301,24,34,29,10,72,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX1002,BX1002,32,45,39,13,96,135,116,39,17,23,20,7,17,23,20,7,4,6,5,2
BX1002,BX1002,26,36,31,10,76,107,91,30,13,18,16,5,13,18,16,5,3,5,4,1
BX0301,BX0301,26,36,31,10,77,108,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX0401,BX0401,26,36,31,10,77,108,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX0301,BX0301,41,57,49,16,121,169,145,48,21,29,25,8,21,29,25,8,5,7,6,2
BX0102,BX0102,58,81,70,23,173,242,207,69,30,42,36,12,30,42,36,12,7,10,9,3
BX0301,BX0301,58,81,70,23,173,242,207,69,30,42,36,12,30,42,36,12,7,10,9,3
BX0401,BX0401,58,81,70,23,173,242,207,69,30,42,36,12,30,42,36,12,7,10,9,3
BX0301,BX0301,26,37,31,10,78,109,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX0302,BX0302,26,37,31,10,78,109,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX0401,BX0401,26,37,31,10,78,109,93,31,13,19,16,5,13,19,16,5,3,5,4,1
BX1002,BX1002,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
BX1091,BX1091,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
BX1002,BX1002,4,5,5,2,11,16,14,5,2,3,2,1,2,3,2,1,0,1,1,0
BX1091,BX1091,4,5,5,2,11,16,14,5,2,3,2,1,2,3,2,1,0,1,1,0
BX1002,BX1002,16,22,19,6,47,65,56,19,8,11,10,3,8,11,10,3,2,3,2,1
BX1091,BX1091,16,22,19,6,47,65,56,19,8,11,10,3,8,11,10,3,2,3,2,1
BX1002,BX1002,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BX1002,BX1002,30,42,36,12,90,126,108,36,16,22,19,6,16,22,19,6,4,5,5,2
BX1091,BX1091,30,42,36,12,90,126,108,36,16,22,19,6,16,22,19,6,4,5,5,2
BX1002,BX1002,19,27,23,8,58,81,69,23,10,14,12,4,10,14,12,4,2,3,3,1
BX0301,BX0301,26,36,31,10,76,107,92,31,13,18,16,5,13,18,16,5,3,5,4,1
BX0302,BX0302,26,36,31,10,76,107,92,31,13,18,16,5,13,18,16,5,3,5,4,1
BX0302,BX0302,14,19,17,6,41,58,49,16,7,10,9,3,7,10,9,3,2,2,2,1
BX0401,BX0401,14,19,17,6,41,58,49,16,7,10,9,3,7,10,9,3,2,2,2,1
BX0302,BX0302,15,21,18,6,44,61,52,17,8,11,9,3,8,11,9,3,2,3,2,1
BX0301,BX0301,25,35,30,10,75,106,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BX0302,BX0302,25,35,30,10,75,106,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BX0401,BX0401,25,35,30,10,75,106,90,30,13,18,16,5,13,18,16,5,3,5,4,1
BX0302,BX0302,41,58,50,17,123,172,147,49,21,30,25,8,21,30,25,8,5,7,6,2
BX0401,BX0401,41,58,50,17,123,172,147,49,21,30,25,8,21,30,25,8,5,7,6,2
BX0403,BX0403,41,58,50,17,123,172,147,49,21,30,25,8,21,30,25,8,5,7,6,2
BX0301,BX0301,19,26,23,8,56,78,67,22,10,13,12,4,10,13,12,4,2,3,3,1
BX0302,BX0302,19,26,23,8,56,78,67,22,10,13,12,4,10,13,12,4,2,3,3,1
BX0302,BX0302,22,31,27,9,67,93,80,27,11,16,14,5,11,16,14,5,3,4,3,1
BX0302,BX0302,7,10,9,3,22,31,26,9,4,5,5,2,4,5,5,2,1,1,1,0
BX0301,BX0301,26,37,32,11,79,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BX0302,BX0302,26,37,32,11,79,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BX0391,BX0391,26,37,32,11,79,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
BX0302,BX0302,3,5,4,1,10,14,12,4,2,2,2,1,2,2,2,1,0,1,1,0
BX0403,BX0403,3,5,4,1,10,14,12,4,2,2,2,1,2,2,2,1,0,1,1,0
BX0302,BX0302,23,32,28,9,68,96,82,27,12,17,14,5,12,17,14,5,3,4,4,1
BX0403,BX0403,23,32,28,9,68,96,82,27,12,17,14,5,12,17,14,5,3,4,4,1
BX0301,BX0301,13,18,15,5,38,53,45,15,7,9,8,3,7,9,8,3,2,2,2,1
BX0302,BX0302,13,18,15,5,38,53,45,15,7,9,8,3,7,9,8,3,2,2,2,1
BX0391,BX0391,13,18,15,5,38,53,45,15,7,9,8,3,7,9,8,3,2,2,2,1
BX0301,BX0301,39,55,47,16,117,163,140,47,20,28,24,8,20,28,24,8,5,7,6,2
BX0301,BX0301,23,32,27,9,67,94,80,27,12,16,14,5,12,16,14,5,3,4,3,1
BX0302,BX0302,23,32,27,9,67,94,80,27,12,16,14,5,12,16,14,5,3,4,3,1
BX0301,BX0301,8,11,10,3,24,33,29,10,4,6,5,2,4,6,5,2,1,1,1,0
BX0303,BX0303,8,11,10,3,24,33,29,10,4,6,5,2,4,6,5,2,1,1,1,0
BX0391,BX0391,8,11,10,3,24,33,29,10,4,6,5,2,4,6,5,2,1,1,1,0
BX0301,BX0301,13,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BX0303,BX0303,13,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BX0301,BX0301,18,25,21,7,53,74,64,21,9,13,11,4,9,13,11,4,2,3,3,1
BX0202,BX0202,24,34,29,10,72,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX0301,BX0301,24,34,29,10,72,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX0303,BX0303,24,34,29,10,72,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX1002,BX1002,23,32,28,9,68,96,82,27,12,16,14,5,12,16,14,5,3,4,4,1
BX1091,BX1091,23,32,28,9,68,96,82,27,12,16,14,5,12,16,14,5,3,4,4,1
BX1002,BX1002,30,41,36,12,88,123,106,35,15,21,18,6,15,21,18,6,4,5,5,2
BX0301,BX0301,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
BX0303,BX0303,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
BX0391,BX0391,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
BX0301,BX0301,2,2,2,1,4,6,5,2,1,1,1,0,1,1,1,0,0,0,0,0
BX0303,BX0303,2,2,2,1,4,6,5,2,1,1,1,0,1,1,1,0,0,0,0,0
BX0301,BX0301,12,17,14,5,35,50,42,14,6,9,7,2,6,9,7,2,2,2,2,1
BX0303,BX0303,12,17,14,5,35,50,42,14,6,9,7,2,6,9,7,2,2,2,2,1
BX0303,BX0303,48,67,58,19,143,200,172,57,25,35,30,10,25,35,30,10,6,9,7,2
BX0391,BX0391,48,67,58,19,143,200,172,57,25,35,30,10,25,35,30,10,6,9,7,2
BX0303,BX0303,2,3,3,1,7,10,8,3,1,2,1,0,1,2,1,0,0,0,0,0
BX0391,BX0391,2,3,3,1,7,10,8,3,1,2,1,0,1,2,1,0,0,0,0,0
BX0303,BX0303,54,76,65,22,161,226,193,64,28,39,33,11,28,39,33,11,7,10,8,3
BX0601,BX0601,54,76,65,22,161,226,193,64,28,39,33,11,28,39,33,11,7,10,8,3
BX0303,BX0303,36,51,44,15,108,151,130,43,19,26,22,7,19,26,22,7,5,7,6,2
BX0303,BX0303,19,26,23,8,56,79,68,23,10,14,12,4,10,14,12,4,2,3,3,1
BX1002,BX1002,34,47,41,14,101,141,121,40,17,24,21,7,17,24,21,7,4,6,5,2
BX0201,BX0201,24,34,29,10,72,101,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX0202,BX0202,24,34,29,10,72,101,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX0202,BX0202,16,23,19,6,48,67,58,19,8,12,10,3,8,12,10,3,2,3,2,1
BX1002,BX1002,37,52,45,15,111,156,133,44,19,27,23,8,19,27,23,8,5,7,6,2
BX1003,BX1003,37,52,45,15,111,156,133,44,19,27,23,8,19,27,23,8,5,7,6,2
BX1002,BX1002,27,37,32,11,79,111,95,32,14,19,16,5,14,19,16,5,3,5,4,1
BX1003,BX1003,27,37,32,11,79,111,95,32,14,19,16,5,14,19,16,5,3,5,4,1
BX1002,BX1002,13,18,16,5,39,55,47,16,7,9,8,3,7,9,8,3,2,2,2,1
BX1002,BX1002,12,16,14,5,34,48,41,14,6,8,7,2,6,8,7,2,1,2,2,1
BX1003,BX1003,12,16,14,5,34,48,41,14,6,8,7,2,6,8,7,2,1,2,2,1
BX0303,BX0303,12,17,15,5,37,52,45,15,6,9,8,3,6,9,8,3,2,2,2,1
BX0391,BX0391,12,17,15,5,37,52,45,15,6,9,8,3,6,9,8,3,2,2,2,1
BX0601,BX0601,12,17,15,5,37,52,45,15,6,9,8,3,6,9,8,3,2,2,2,1
BX0303,BX0303,27,38,33,11,81,113,97,32,14,20,17,6,14,20,17,6,3,5,4,1
BX0601,BX0601,27,38,33,11,81,113,97,32,14,20,17,6,14,20,17,6,3,5,4,1
BX0303,BX0303,13,18,16,5,39,55,47,16,7,9,8,3,7,9,8,3,2,2,2,1
BX0303,BX0303,16,22,19,6,47,66,57,19,8,11,10,3,8,11,10,3,2,3,2,1
BX1002,BX1002,14,20,17,6,42,58,50,17,7,10,9,3,7,10,9,3,2,3,2,1
BX1002,BX1002,21,30,26,9,64,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
BX1002,BX1002,20,28,24,8,60,84,72,24,10,15,12,4,10,15,12,4,3,4,3,1
BX1003,BX1003,20,28,24,8,60,84,72,24,10,15,12,4,10,15,12,4,3,4,3,1
BX0302,BX0302,27,38,33,11,82,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BX0391,BX0391,27,38,33,11,82,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BX0403,BX0403,27,38,33,11,82,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BX0502,BX0502,27,38,33,11,82,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BX0602,BX0602,27,38,33,11,82,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
BX1002,BX1002,34,48,41,14,102,143,122,41,18,25,21,7,18,25,21,7,4,6,5,2
BX1002,BX1002,17,24,20,7,51,71,61,20,9,12,10,4,9,12,10,4,2,3,3,1
BX1091,BX1091,17,24,20,7,51,71,61,20,9,12,10,4,9,12,10,4,2,3,3,1
BX0302,BX0302,12,17,15,5,36,51,44,15,6,9,8,3,6,9,8,3,2,2,2,1
BX0302,BX0302,43,60,51,17,127,178,152,51,22,31,26,9,22,31,26,9,5,8,7,2
BX0403,BX0403,43,60,51,17,127,178,152,51,22,31,26,9,22,31,26,9,5,8,7,2
BX0492,BX0492,43,60,51,17,127,178,152,51,22,31,26,9,22,31,26,9,5,8,7,2
BX0302,BX0302,24,34,29,10,71,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX0391,BX0391,24,34,29,10,71,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX0403,BX0403,24,34,29,10,71,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
BX0401,BX0401,23,32,27,9,67,94,81,27,12,16,14,5,12,16,14,5,3,4,3,1
BX0401,BX0401,13,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
BX0301,BX0301,11,15,13,4,32,45,38,13,6,8,7,2,6,8,7,2,1,2,2,1
BX0401,BX0401,11,15,13,4,32,45,38,13,6,8,7,2,6,8,7,2,1,2,2,1
BX0102,BX0102,33,46,39,13,97,136,116,39,17,23,20,7,17,23,20,7,4,6,5,2
BX0301,BX0301,33,46,39,13,97,136,116,39,17,23,20,7,17,23,20,7,4,6,5,2
BX0401,BX0401,33,46,39,13,97,136,116,39,17,23,20,7,17,23,20,7,4,6,5,2
BX0401,BX0401,20,27,23,8,58,81,70,23,10,14,12,4,10,14,12,4,3,4,3,1
BX0401,BX0401,21,30,25,8,63,88,75,25,11,15,13,4,11,15,13,4,3,4,3,1
BX0401,BX0401,12,16,14,5,35,48,41,14,6,8,7,2,6,8,7,2,1,2,2,1
BX0401,BX0401,25,35,30,10,74,103,88,29,13,18,15,5,13,18,15,5,3,4,4,1
BX0401,BX0401,10,15,12,4,31,43,37,12,5,7,6,2,5,7,6,2,1,2,2,1
BX0401,BX0401,20,28,24,8,60,85,73,24,10,15,13,4,10,15,13,4,3,4,3,1
BX0401,BX0401,16,22,19,6,47,66,57,19,8,11,10,3,8,11,10,3,2,3,2,1
BX0403,BX0403,16,22,19,6,47,66,57,19,8,11,10,3,8,11,10,3,2,3,2,1
BX0302,BX0302,34,48,41,14,101,141,121,40,17,24,21,7,17,24,21,7,4,6,5,2
BX0401,BX0401,34,48,41,14,101,141,121,40,17,24,21,7,17,24,21,7,4,6,5,2
BX0403,BX0403,34,48,41,14,101,141,121,40,17,24,21,7,17,24,21,7,4,6,5,2
BX0302,BX0302,45,62,53,18,132,185,159,53,23,32,27,9,23,32,27,9,6,8,7,2
BX0401,BX0401,45,62,53,18,132,185,159,53,23,32,27,9,23,32,27,9,6,8,7,2
BX0403,BX0403,45,62,53,18,132,185,159,53,23,32,27,9,23,32,27,9,6,8,7,2
BX0401,BX0401,17,23,20,7,49,69,59,20,9,12,10,3,9,12,10,3,2,3,3,1
BX0403,BX0403,17,23,20,7,49,69,59,20,9,12,10,3,9,12,10,3,2,3,3,1
BX0492,BX0492,17,23,20,7,49,69,59,20,9,12,10,3,9,12,10,3,2,3,3,1
BX0302,BX0302,16,23,20,7,48,68,58,19,8,12,10,3,8,12,10,3,2,3,3,1
BX0401,BX0401,16,23,20,7,48,68,58,19,8,12,10,3,8,12,10,3,2,3,3,1
BX0403,BX0403,16,23,20,7,48,68,58,19,8,12,10,3,8,12,10,3,2,3,3,1
BX0492,BX0492,16,23,20,7,48,68,58,19,8,12,10,3,8,12,10,3,2,3,3,1
BX0401,BX0401,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
BX0403,BX0403,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
BX0401,BX0401,16,23,20,7,49,68,58,19,8,12,10,3,8,12,10,3,2,3,3,1
BX0403,BX0403,16,23,20,7,49,68,58,19,8,12,10,3,8,12,10,3,2,3,3,1
BX0401,BX0401,52,72,62,21,153,215,184,61,26,37,32,11,26,37,32,11,7,9,8,3
BX0403,BX0403,52,72,62,21,153,215,184,61,26,37,32,11,26,37,32,11,7,9,8,3
BX0401,BX0401,11,16,14,5,34,47,40,13,6,8,7,2,6,8,7,2,1,2,2,1
BX0403,BX0403,11,16,14,5,34,47,40,13,6,8,7,2,6,8,7,2,1,2,2,1
BX0401,BX0401,31,44,37,12,93,130,112,37,16,22,19,6,16,22,19,6,4,6,5,2
BX0403,BX0403,31,44,37,12,93,130,112,37,16,22,19,6,16,22,19,6,4,6,5,2
BX0401,BX0401,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
BX0403,BX0403,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
BX0401,BX0401,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
BX0403,BX0403,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
